ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2015-12-01,4241.012551706118,-582.4544806141794,8441.811296894659,4241.012551706118,4241.012551706118,-0.11823360085567633,-0.11823360085567633,-0.11823360085567633,-0.11823360085567633,-0.11823360085567633,-0.11823360085567633,0.0,0.0,0.0,3739.582366443783
2016-01-01,4234.977079762211,46.75384744457266,8612.273525890705,4234.977079762211,4234.977079762211,0.03750151493651887,0.03750151493651887,0.03750151493651887,0.03750151493651887,0.03750151493651887,0.03750151493651887,0.0,0.0,0.0,4393.7951359747285
2016-02-01,4228.941607818304,1268.6957012819678,9700.337036853814,4228.941607818304,4228.941607818304,0.32098880282155895,0.32098880282155895,0.32098880282155895,0.32098880282155895,0.32098880282155895,0.32098880282155895,0.0,0.0,0.0,5586.384511714179
2016-03-01,4223.295521161101,3450.4175869776104,12574.787035712685,4223.295521161101,4223.295521161101,0.8970867012425237,0.8970867012425237,0.8970867012425237,0.8970867012425237,0.8970867012425237,0.8970867012425237,0.0,0.0,0.0,8011.957768611837
2016-04-01,4217.260049217194,2283.6012918410784,11320.170018161245,4217.260049217194,4217.260049217194,0.6544471061713834,0.6544471061713834,0.6544471061713834,0.6544471061713834,0.6544471061713834,0.6544471061713834,0.0,0.0,0.0,6977.233684399573
2016-05-01,4211.419269916638,1846.8718464241092,10760.376260049,4211.419269916638,4211.419269916638,0.4728516573307754,0.4728516573307754,0.4728516573307754,0.4728516573307754,0.4728516573307754,0.4728516573307754,0.0,0.0,0.0,6202.795851411484
2016-06-01,4205.383797972731,1358.9689879326263,10013.809659279115,4205.383797972731,4205.383797972731,0.3780413804482977,0.3780413804482977,0.3780413804482977,0.3780413804482977,0.3780413804482977,0.3780413804482977,0.0,0.0,0.0,5795.192894273248
2016-07-01,4199.543018672176,-37.331024139687784,8538.29876006132,4199.543018672176,4199.543018672176,0.010759246585185149,0.010759246585185149,0.010759246585185149,0.010759246585185149,0.010759246585185149,0.010759246585185149,0.0,0.0,0.0,4244.726937555162
2016-08-01,4193.507546728269,-984.5542387520303,7925.505767949434,4193.507546728269,4193.507546728269,-0.1832874095321254,-0.1832874095321254,-0.1832874095321254,-0.1832874095321254,-0.1832874095321254,-0.1832874095321254,0.0,0.0,0.0,3424.890411635026
2016-09-01,4187.472074784361,-1495.1094526575487,6972.108939318167,4187.472074784361,4187.472074784361,-0.3205985837983642,-0.3205985837983642,-0.3205985837983642,-0.3205985837983642,-0.3205985837983642,-0.3205985837983642,0.0,0.0,0.0,2844.974457913297
